[INFO] 2018-11-21 11:35:21 INFO org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames() (AbstractTestContextBootstrapper.java:248): Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
[INFO] 2018-11-21 11:35:21 INFO org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners() (AbstractTestContextBootstrapper.java:174): Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1b604f19, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@7823a2f9, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4cc0edeb, org.springframework.test.context.transaction.TransactionalTestExecutionListener@457e2f02, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5c7fa833]
[INFO] 2018-11-21 11:35:21 INFO org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions() (XmlBeanDefinitionReader.java:317): Loading XML bean definitions from class path resource [applicationContext.xml]
[INFO] 2018-11-21 11:35:21 INFO org.springframework.context.support.AbstractApplicationContext.prepareRefresh() (AbstractApplicationContext.java:583): Refreshing org.springframework.context.support.GenericApplicationContext@56ef9176: startup date [Wed Nov 21 11:35:21 CST 2018]; root of context hierarchy
[INFO] 2018-11-21 11:35:21 INFO com.mchange.v2.log.MLog$1.run() (MLog.java:124): MLog clients using log4j logging.
[INFO] 2018-11-21 11:35:26 INFO com.mchange.v2.c3p0.C3P0Registry.banner() (C3P0Registry.java:248): Initializing c3p0-0.9.5.2 [built 08-December-2015 22:06:04 -0800; debug? true; trace: 10]
[INFO] 2018-11-21 11:35:27 INFO org.hibernate.Version.logVersion() (Version.java:46): HHH000412: Hibernate Core {5.3.7.Final}
[INFO] 2018-11-21 11:35:27 INFO org.hibernate.cfg.Environment.<clinit>() (Environment.java:213): HHH000206: hibernate.properties not found
[INFO] 2018-11-21 11:35:27 INFO org.hibernate.annotations.common.reflection.java.JavaReflectionManager.<clinit>() (JavaReflectionManager.java:49): HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@10cf09e8
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@6bca7e0d
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@6bca7e0d
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@19835e64
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@19835e64
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@33308786
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@33308786
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@5e4bd84a
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@5e4bd84a
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration date -> org.hibernate.type.DateType@4ce1d6d0
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.sql.Date -> org.hibernate.type.DateType@4ce1d6d0
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration time -> org.hibernate.type.TimeType@71812481
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.sql.Time -> org.hibernate.type.TimeType@71812481
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration timestamp -> org.hibernate.type.TimestampType@6155d082
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@6155d082
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.util.Date -> org.hibernate.type.TimestampType@6155d082
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@2ea6e30c
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration calendar -> org.hibernate.type.CalendarType@7803bfd
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@7803bfd
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@7803bfd
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@62ef27a8
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration locale -> org.hibernate.type.LocaleType@25aca718
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@25aca718
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration currency -> org.hibernate.type.CurrencyType@79179359
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@79179359
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration timezone -> org.hibernate.type.TimeZoneType@4eb386df
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@4eb386df
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration class -> org.hibernate.type.ClassType@5a18cd76
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.lang.Class -> org.hibernate.type.ClassType@5a18cd76
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@6995bf68
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@6995bf68
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@3568f9d2
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration binary -> org.hibernate.type.BinaryType@4b1d6571
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration byte[] -> org.hibernate.type.BinaryType@4b1d6571
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration [B -> org.hibernate.type.BinaryType@4b1d6571
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@6e950bcf
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@6e950bcf
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@6e950bcf
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration row_version -> org.hibernate.type.RowVersionType@5a709816
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration image -> org.hibernate.type.ImageType@53dbe163
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration characters -> org.hibernate.type.CharArrayType@6d1ef78d
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration char[] -> org.hibernate.type.CharArrayType@6d1ef78d
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration [C -> org.hibernate.type.CharArrayType@6d1ef78d
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@176b3f44
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@176b3f44
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@176b3f44
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration text -> org.hibernate.type.TextType@5d12a356
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration ntext -> org.hibernate.type.NTextType@797cf65c
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration blob -> org.hibernate.type.BlobType@1941a8ff
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@1941a8ff
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@38831718
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration clob -> org.hibernate.type.ClobType@512535ff
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@512535ff
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration nclob -> org.hibernate.type.NClobType@7241a47d
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@7241a47d
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@5dcd8c7a
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@253d9f73
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration serializable -> org.hibernate.type.SerializableType@a22cb6a
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration object -> org.hibernate.type.ObjectType@5674e1f2
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@5674e1f2
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@32f232a5
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@43f82e78
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@e54303
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@e8df99a
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@2dc995f4
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@2f40e5db
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@517566b
[DEBUG] 2018-11-21 11:35:27 DEBUG org.hibernate.type.BasicTypeRegistry.register() (BasicTypeRegistry.java:156): Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@64b73e7a
